id,rating,votes
tt0926132,3.7,669
tt0926170,3.6,122
tt0927491,9.2,20
tt0929742,3.2,363
tt0932667,5.0,170
tt0933054,7.1,8
tt0937104,5.5,11
tt0937184,8.3,41
tt0937199,7.8,38
tt0937202,8.5,36
tt0937205,8.0,37
tt0937206,8.0,44
tt0937225,5.3,32
tt0938305,5.7,23612
tt0938330,4.9,65952
tt0944947,9.2,2221441
tt0945513,7.5,540377
tt0946425,8.0,10
tt0948470,6.9,687990
tt0949872,6.6,14
tt0954450,7.5,10
tt0958820,8.6,36
tt0959306,4.9,3188
tt0960140,8.0,3872
tt0960727,4.3,33
tt0961036,7.7,17
tt0961097,6.7,22290
tt0961725,5.1,23
tt0961755,5.0,75
tt0963948,6.3,47
tt0965404,6.3,1955
tt0969332,3.2,226
tt0969345,7.3,1855
tt0970179,7.5,332930
tt0972284,8.3,59
tt0972285,8.4,39
tt0972544,6.3,5353
tt0972848,7.7,11
tt0974015,6.1,471470
tt0975645,6.8,78437
tt0977643,5.8,14
tt0978764,6.0,249130
tt0979232,8.3,40
tt0980999,5.9,572
tt0981286,6.4,916
tt0983190,5.3,21
tt0983193,7.3,239937
tt0983250,3.0,260
tt0983946,4.9,56537
tt0984074,7.3,23
tt0984084,5.7,85
tt0985515,8.6,41
tt0986063,7.9,102
tt0986361,3.9,267
tt0990407,5.8,163539
tt0991173,7.7,70
tt0993840,5.8,182390
tt0993842,6.8,204998
tt0993846,8.2,1525656
tt0995845,4.5,5128
tt0995854,5.9,2652
tt0995867,5.1,12
tt0995868,7.1,20516
tt0996664,3.5,265
tt0996958,2.1,639
tt0996976,7.5,26
tt0999913,5.8,35490
tt10001058,6.2,24
tt10001128,6.2,7
tt10001184,8.9,1697
tt10001210,7.3,7
tt10001588,8.9,167
tt10001948,5.6,29
tt10002038,8.8,6
tt10002068,6.8,23
tt10002230,7.0,36
tt10002412,7.1,8
tt10002426,7.3,121
tt10002430,5.9,25
tt10002432,8.4,143
tt10002442,7.9,127
tt10002448,8.6,159
tt10002516,6.6,27
tt10002600,6.0,10
tt10002654,6.4,1054
tt10002722,7.4,36
tt10003008,5.7,36802
tt10003014,8.4,24
tt10003090,7.0,5
tt10003202,8.5,10
tt10003206,7.7,13
tt10003250,8.3,10
tt10003276,7.1,18
tt10003302,8.2,10
tt10003330,7.7,13
tt10003336,7.2,11
tt10003348,7.6,11
tt10003408,9.6,11
tt10003422,6.9,17
tt10003426,7.9,8
tt10003442,9.3,22
tt10003480,1.6,32
tt10003494,1.0,16
tt10003618,6.8,417
tt10003626,8.3,22
tt10003636,7.2,20
tt10003646,6.3,24
tt10003648,6.7,23
tt10003658,7.4,18
tt10003660,7.7,174
tt10003700,7.7,221
tt10003818,7.5,14
tt10003824,8.4,1509
tt10003848,1.8,32
tt10003874,7.4,9
tt10003880,6.6,5
tt10003884,6.4,5
tt10003892,6.4,5
tt10003894,6.4,5
tt10003922,8.2,6
tt10003978,7.6,446
tt10003994,7.8,297
tt10004032,6.3,14
tt10004042,7.3,10
tt10004066,6.8,48
tt10004088,6.6,22
tt10004108,4.9,2771
tt10004112,8.3,6
tt10004118,7.0,17
tt10004122,8.5,6
tt10004130,8.1,8
tt10004142,7.5,1206
tt10004144,8.2,453
tt10004148,8.3,465
tt10004154,8.0,460
tt10004158,8.1,611
tt10004196,8.7,6
tt10004230,8.7,7
tt10004262,8.4,5
tt10004292,8.5,28
tt10004296,7.4,5
tt10004300,8.2,37
tt10004302,7.9,34
tt10004304,8.2,40
tt10004348,7.5,170
tt10004354,7.6,167
tt10004368,7.0,1385
tt10004372,9.3,8
tt10004388,7.0,14
tt10004396,5.0,64
tt10004456,7.2,170
tt10004466,7.2,45
tt10004574,4.7,30
tt10004618,6.9,104
tt10004630,8.7,32
tt10004634,7.7,53
tt10004658,8.4,346
tt10004670,7.7,284
tt10004686,8.1,298
tt10004690,8.6,348
tt10004694,7.8,595
tt10004696,8.1,461
tt10004698,7.9,403
tt10004702,7.9,384
tt10004704,8.0,370
tt10004706,8.3,355
tt10004708,8.5,348
tt10004744,8.2,30
tt10004770,7.9,253
tt10004778,7.9,264
tt10004786,7.5,253
tt10004790,8.2,271
tt10004814,7.9,496
tt10004824,7.8,484
tt10004830,7.7,460
tt10004832,7.9,496
tt10004838,8.3,713
tt10004888,6.1,8
tt10004912,7.5,6
tt10004928,6.6,86
tt10004944,3.9,342
tt10004954,8.0,5
tt10004964,6.9,83
tt10004968,6.5,84
tt10004974,6.5,80
tt10004978,7.4,73
tt10004980,7.3,71
tt10004998,6.0,16
tt10005006,7.0,71
tt10005018,6.8,66
tt10005024,6.9,16
tt10005030,8.1,11
tt10005040,7.3,80
tt10005044,9.0,5
tt10005050,7.3,13
tt10005130,7.2,21
tt10005140,7.4,12
tt10005148,6.1,38
tt10005160,8.2,12
tt10005162,5.1,118
tt10005184,7.5,55
tt10005204,6.1,34
tt10005284,9.1,1834
tt10005378,5.2,17
tt10005384,7.7,41
tt10005450,7.2,15
tt10005454,7.5,41
tt10005466,7.1,15
tt10005504,7.8,6
tt10005508,8.8,6
tt10005512,5.2,15
tt10005516,8.6,12
tt10005520,9.8,24
tt10005522,7.4,14
tt10005604,7.1,9
tt10005608,7.3,10
tt10005622,3.6,141
tt10005628,8.2,4586
tt10005636,7.7,34
tt10005638,8.4,6
tt10005688,8.4,6
tt10005760,7.2,6
tt10005764,8.4,48
tt10005766,8.1,45
tt10005768,8.6,52
tt10005770,7.9,63
tt10005772,8.0,9
tt10005844,7.2,8
tt10005846,8.6,8
tt10005864,6.5,17
tt10005880,7.3,12
tt10005906,7.1,26
tt10005910,7.7,33
tt10005938,7.9,138
tt10006004,7.9,29
tt10006006,5.4,7519
tt10006056,6.2,38
tt10006066,6.3,46
tt10006104,8.2,7
tt10006122,6.2,42
tt10006124,6.3,24
tt10006136,7.8,6
tt10006160,4.8,395
tt10006162,6.6,7
tt10006164,6.4,7
tt10006208,7.0,6
tt10006238,6.5,165
tt10006270,4.9,744
tt10006274,8.0,11
tt10006286,8.0,7
tt10006382,5.4,36
tt10006418,5.9,189
tt10006434,5.3,12
tt10006448,6.1,54
tt10006472,5.7,8
tt10006504,7.7,79
tt10006510,9.2,9
tt10006668,6.9,12
tt10006768,6.2,87
tt10006792,5.8,53
tt10006806,6.2,52
tt10006824,6.1,52
tt10006852,6.1,62
tt10006866,5.8,57
tt10007170,6.4,11
tt10007268,5.9,41
tt10007310,7.8,13
tt10007578,8.5,6
tt10007584,6.8,8
tt10007630,5.8,7
tt10007820,6.0,151
tt10007978,5.9,124
tt10007980,6.8,6
tt10008304,8.8,6
tt10008602,9.1,10
tt10008722,8.7,242
tt10008776,8.4,20
tt10008784,6.3,4147
tt10008800,5.4,64
tt10008866,8.2,7
tt10008916,9.7,4054
tt10008922,9.3,1923
tt10008924,8.2,6
tt10008984,8.5,7
tt10008996,8.5,7
tt10009030,5.8,3404
tt10009092,7.1,46
tt10009098,7.8,74
tt10009134,8.7,949
tt10009140,9.3,1206
tt10009148,6.8,478
tt10009170,7.5,20479
tt10009280,8.3,7
tt10009282,5.9,20
tt10009318,7.4,13
tt10009322,7.1,15
tt10009368,6.8,18
tt10009392,7.4,37
tt10009394,7.5,39
tt10009404,5.9,31
tt10009408,7.7,37
tt10009422,4.8,56
tt10009434,5.3,280
tt10009438,6.5,13
tt10009474,5.7,8
tt10009596,7.9,38
tt10009602,7.2,21
tt10009604,7.4,1262
tt10009678,6.9,8
tt10009708,7.7,22
tt10009718,6.1,58
tt10009766,7.6,52
tt10009796,6.5,4972
tt10009878,5.7,25
tt10009968,7.6,17
tt10009976,7.5,18
tt10009978,4.6,61
tt10010004,7.3,17
tt10010024,7.3,16
tt10010038,7.4,17
tt10010056,7.4,17
tt10010076,7.1,16
tt10010088,7.6,15
tt10010092,7.7,15
tt10010104,8.4,19
tt10010134,7.1,40
tt10010222,6.3,8
tt10010330,6.9,28
tt10010368,8.0,937
tt10010448,7.9,9
tt10010542,8.0,13
tt10010562,6.6,52
tt10010628,6.4,33
tt10010670,8.4,61
tt10010682,7.4,25
tt10010684,6.8,13
tt10010720,7.1,20
tt10010748,8.5,34
tt10010756,7.7,7
tt10010762,7.4,9
tt10010768,6.8,19
tt10010772,8.8,31
tt10010814,7.2,120
tt10010852,7.6,6
tt10010900,8.8,60
tt10010906,8.2,36
tt10010924,6.2,15
tt10010964,6.5,28
tt10011002,5.5,171
tt10011086,5.6,6
tt10011098,5.9,37
tt10011102,7.1,110
tt10011116,5.5,6
tt10011146,7.7,7
tt10011150,8.1,8883
tt10011152,8.7,10188
tt10011154,7.9,9625
tt10011156,8.2,8435
tt10011158,7.8,7963
tt10011160,7.2,9772
tt10011176,6.6,14
tt10011192,4.5,12
tt10011198,8.2,17
tt10011220,6.8,9
tt10011226,7.3,278
tt10011228,5.3,2531
tt10011232,7.3,458
tt10011238,7.4,5
tt10011240,8.8,13
tt10011244,5.7,27
tt10011252,8.2,169
tt10011264,7.0,89
tt10011266,7.1,27
tt10011270,7.5,113
tt10011284,7.4,64
tt10011296,6.9,1213
tt10011298,6.3,3948
tt10011302,5.9,70
tt10011306,6.8,1452
tt10011312,7.6,272
tt10011314,6.8,1644
tt10011320,6.4,277
tt10011336,6.3,1750
tt10011342,6.7,47
tt10011358,8.0,684
tt10011362,6.5,69
tt10011374,8.3,712
tt10011384,8.2,325
tt10011390,8.7,367
tt10011394,8.2,704
tt10011396,8.9,412
tt10011398,8.4,731
tt10011400,9.2,1335
tt10011402,7.6,223
tt10011406,8.6,962
tt10011408,8.3,399
tt10011410,8.0,367
tt10011412,6.7,1219
tt10011414,8.2,23
tt10011416,8.3,356
tt10011422,9.0,514
tt10011442,8.1,277
tt10011446,8.2,303
tt10011448,8.0,2418
tt10011456,7.6,7
tt10011480,7.4,100
tt10011500,7.3,474
tt10011506,8.3,25
tt10011508,7.3,2163
tt10011534,6.8,221
tt10011550,5.6,9
tt10011680,7.0,7
tt10011682,6.3,296
tt10011772,6.3,24
tt10011828,8.0,10
tt10011852,7.0,29
tt10011988,7.3,111
tt10011990,7.6,126
tt10011992,7.3,117
tt10011996,7.5,141
tt10012128,7.1,13
tt10012282,7.3,9
tt10012332,7.9,8
tt10012542,6.5,35
tt10012572,7.9,9
tt10012622,8.3,9
tt10012674,8.7,7
tt10012682,7.7,7
tt10012756,9.0,25
tt10012888,7.8,127
tt10012914,7.5,68
tt10012918,7.3,58
tt10012922,7.4,56
tt10012924,7.2,54
tt10012928,8.0,52
tt10012964,7.9,312
tt10013038,6.0,6
tt10013072,6.7,167
tt10013078,7.3,10
tt10013176,6.5,14
tt10013224,7.1,9
tt10013228,7.4,9
tt10013230,7.7,13
tt10013428,8.2,154
tt10013514,5.1,10
tt10013588,7.2,19
tt10013634,7.9,12
tt10013770,7.2,5
tt10013808,7.3,111
tt10013852,8.8,9
tt10013898,6.7,6
tt10013936,7.2,185
tt10014036,7.5,783
tt10014044,7.8,695
tt10014052,8.3,679
tt10014054,8.8,6
tt10014062,8.2,637
tt10014100,7.4,7
tt10014102,8.0,593
tt10014132,8.3,12
tt10014140,7.6,584
tt10014146,7.4,8
tt10014150,8.3,599
tt10014162,8.6,678
tt10014308,8.2,34
tt10014314,5.8,113
tt10014340,8.2,32
tt10014342,8.5,28
tt10014344,8.4,29
tt10014346,8.2,31
tt10014348,8.0,27
tt10014350,8.5,32
tt10014412,3.4,33
tt10014456,8.1,948
tt10014458,8.0,869
tt10014464,8.0,841
tt10014478,6.6,11
tt10014482,6.4,10
tt10014504,8.8,9
tt10014534,6.8,244
tt10014590,5.8,33
tt10014610,8.5,75
tt10014616,7.7,12
tt10014624,8.9,37
tt10014648,7.0,33
tt10014654,7.0,26
tt10014658,6.8,26
tt10014668,6.1,13
tt10014678,8.3,129
tt10014682,7.8,5
tt10014704,7.5,113
tt10014720,6.6,12
tt10014726,8.7,25
tt10014728,5.7,7
tt10014736,7.3,13
tt10014740,6.0,6
tt10014742,7.0,7
tt10014778,7.2,22
tt10014790,4.4,17
tt10014806,8.7,21
tt10014828,6.3,9
tt10014838,6.3,226
tt10014878,5.7,44
tt10014886,9.6,35
tt10014890,8.2,13
tt10014904,6.1,25
tt10015040,6.3,829
tt10015072,5.0,11
tt10015152,7.1,14
tt10015176,7.1,12
tt10015204,8.2,29
tt1001520,6.1,34715
tt10015222,5.8,10
tt10015232,7.2,28
tt10015234,7.1,32
tt10015244,4.8,5651
tt10015246,7.5,111
tt10015248,6.6,103
tt10015286,6.6,2678
tt10015294,7.0,194
tt10015318,8.0,16
tt10015328,5.4,174
tt1001534,5.2,843
tt10015346,6.9,154
tt10015388,5.5,22
tt10015392,8.0,323
tt10015418,6.6,39
tt10015432,7.3,558
tt10015504,6.2,8
tt10015544,7.6,7
tt10015546,8.3,28
tt10015596,9.4,121
tt10015644,7.8,24
tt10015694,8.4,32
tt10015696,6.2,34
tt10015746,8.1,35
tt10015794,7.5,225
tt10015802,9.2,7
tt10015812,6.2,327
tt10015900,6.1,17
tt10016142,7.9,13
tt10016152,8.5,40
tt10016160,6.1,7
tt10016180,6.3,119169
tt10016342,6.8,58
tt10016348,6.7,23
tt10016388,6.4,52
tt10016422,7.8,12
tt10016428,5.5,28
tt10016436,6.2,64
tt10016450,6.1,15
tt10016470,10.0,16
tt10016502,5.7,19
tt10016510,10.0,16
tt10016520,9.9,15
tt10016532,6.4,646
tt10016548,6.8,6
tt10016580,6.8,24
tt10016612,7.9,12
tt10016640,7.3,42
tt10016646,6.5,200
tt10016692,8.2,9
tt10016702,9.2,7
tt10016704,6.8,1196
tt10016724,6.4,518
tt10016732,7.9,15
tt10016814,7.5,1042
tt10016838,7.9,36
tt10016840,8.4,36
tt10016864,5.9,26
tt10016866,5.7,26
tt10016872,5.7,26
tt10016878,5.9,25
tt10016880,6.6,28
tt10016882,6.5,26
tt10016884,5.8,26
tt10016886,6.1,28
tt10017106,8.1,12
tt10017112,8.1,12
tt10017138,8.0,13
tt10017164,8.0,13
tt10017186,7.9,12
tt10017228,8.1,13
tt10017264,9.4,41
tt10017450,8.0,6
tt10017454,6.5,131
tt10017460,4.6,19
tt10017462,8.6,7
tt10017498,5.2,5
tt10017502,6.2,6
tt10017510,9.4,6
tt10017566,5.1,120
tt10017680,5.8,775
tt10017956,6.8,2790
tt10018072,7.3,372
tt10018074,6.9,388
tt10018078,7.3,357
tt10018080,6.8,335
tt10018086,7.0,330
tt10018088,6.9,311
tt10018092,7.0,315
tt10018136,8.1,15
tt10018288,8.3,47
tt10018324,6.5,6
tt10018386,6.4,48
tt10018436,6.3,116
tt10018524,7.2,5
tt10018730,5.1,59
tt10018754,8.6,73
tt10019004,7.0,306
tt10019042,3.2,16
tt10019100,6.9,26
tt10019108,5.8,308
tt10019196,6.9,7
tt10019402,7.1,393
tt10019856,6.8,9
tt10020092,6.9,284
tt10020106,6.8,250
tt10020112,7.0,265
tt10020114,6.0,305
tt10020576,6.3,7
tt10020580,6.7,8
tt10020582,7.6,6
tt10020586,7.4,6
tt10020640,8.4,82
tt10020668,7.0,6
tt10020682,7.4,49
tt10020698,7.5,240
tt10020708,7.1,32
tt10020722,7.2,52
tt10020772,7.4,14
tt10020774,7.0,6
tt10020860,4.5,12
tt10020916,9.3,18
tt10020926,6.2,13
tt10020934,5.2,47
tt10021048,7.0,7
tt10021050,7.7,7
tt10021056,8.0,7
tt10021106,7.5,147
tt10021160,8.0,848
tt10021200,8.2,855
tt10021206,5.7,11
tt10021208,8.1,807
tt10021218,8.0,883
tt10021478,7.7,6
tt10021526,6.9,11
tt10021580,6.8,7
tt10021582,2.6,281
tt10021584,7.7,21
tt10021622,7.3,60
tt10021698,4.3,14
tt10021720,9.5,29
tt10021738,7.4,398
tt10021748,6.8,15
tt10021754,8.2,5
tt10021772,6.8,25
tt10021782,7.5,40
tt10021784,7.4,37
tt10021790,7.2,33
tt10021794,7.3,31
tt10021804,6.1,11
tt10021856,8.2,16
tt10021858,5.9,301
tt10021864,7.1,19
tt10021870,7.6,16
tt10021920,6.8,56
tt10021928,6.9,12
tt10022002,9.2,11
tt10022010,6.9,32
tt10022044,5.9,40
tt10022064,8.6,8
tt10022066,4.2,27
tt10022090,7.3,22
tt10022102,8.2,18
tt10022148,8.1,19
tt10022158,7.4,352
tt10022234,8.0,22
tt10022384,5.6,902
tt10022442,6.2,16
tt10022444,6.3,17
tt10022446,6.4,18
tt10022448,6.5,18
tt10022482,6.2,11
tt10022684,8.0,9
tt10022698,3.8,9
tt10022716,5.9,735
tt10022724,7.9,64
tt10022726,6.0,17
tt10022734,7.9,34
tt10022762,8.0,25
tt10022782,6.0,56
tt10022796,7.8,8
tt10022848,9.4,433
tt10022864,4.9,9
tt10022870,8.5,14
tt10022882,6.3,65
tt10022886,7.7,55
tt10022906,5.5,164
tt10022916,6.8,232
tt10022974,6.8,157
tt10022980,6.5,8
